COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
RESIDENTIAL,2011 36 ST SE,2011 36 ST SE,FOURPLEX,WARD 9,SOUTHVIEW,{8836F270-45D9-476C-A5C5-3DCB4D43F80F},"MULTIPOLYGON (((-113.9820972 51.0356544, -113.9818537 51.0356544, -113.9818537 51.0357752, -113.9820972 51.0357752, -113.9820972 51.0356544)))"
ANIMAL SERVICES CENTRE,2201 PORTLAND ST SE,2201 PORTLAND ST SE,MISCELLANEOUS,WARD 9,ALYTH/BONNYBROOK,{201F500F-5A22-48E7-B42B-78E9764855C1},"MULTIPOLYGON (((-114.0364983 51.0337065, -114.0364963 51.0332763, -114.036421 51.033277, -114.0364193 51.0331948, -114.036325 51.0331956, -114.0363247 51.0331807, -114.0362619 51.0331813, -114.0362307 51.0331815, -114.0362315 51.0332192, -114.0360449 51.0332207, -114.0360444 51.0331943, -114.0357757 51.0331965, -114.0357786 51.0333348, -114.0357901 51.0333347, -114.0357918 51.0334129, -114.0357924 51.0334431, -114.0359519 51.0334418, -114.0359751 51.0334416, -114.0359765 51.033507, -114.036045 51.0335064, -114.0360465 51.0335796, -114.0360775 51.0335793, -114.0360778 51.0335932, -114.0360681 51.0335932, -114.0360689 51.0336316, -114.0362314 51.0336302, -114.0362326 51.0336864, -114.036209 51.0336866, -114.0362089 51.0336968, -114.0362091 51.0337058, -114.0362104 51.0337132, -114.0362113 51.0337205, -114.0362137 51.0337261, -114.0362172 51.0337322, -114.0362212 51.0337375, -114.0362249 51.0337421, -114.0362289 51.033746, -114.0362321 51.0337491, -114.0362334 51.033808, -114.0363269 51.033808, -114.0363271 51.0337848, -114.0363406 51.0337847, -114.0363506 51.0337846, -114.0363624 51.0337839, -114.0363729 51.0337823, -114.0363823 51.0337809, -114.0363922 51.0337788, -114.0364029 51.033776, -114.0364124 51.0337724, -114.036422 51.0337686, -114.0364303 51.0337649, -114.0364396 51.0337597, -114.0364464 51.0337543, -114.0364534 51.033749, -114.0364605 51.0337418, -114.036466 51.0337355, -114.0364697 51.0337295, -114.0364715 51.0337263, -114.0364567 51.0337264, -114.0364563 51.0337073, -114.0364983 51.0337065)))"
#6-9 900 ROBERT RD NE HOUSING,#6-9 900 ROBERT RD NE,900 ROBERT RD NE,HOUSING - TOWNHOUSE,WARD 9,RENFREW,{3126C812-994D-44AB-BA38-ABDDEFD7A792},"MULTIPOLYGON (((-114.031363 51.0590755, -114.0312107 51.0590863, -114.0312276 51.0591815, -114.0312452 51.0591803, -114.0312624 51.0592768, -114.0314149 51.059266, -114.0313977 51.0591693, -114.0313799 51.0591706, -114.031363 51.0590755)))"
1270-1282 8 AV NE HOUSING,1270-1282 8 AV NE,900 ROBERT RD NE,HOUSING - TOWNHOUSE,WARD 9,RENFREW,{C181146C-FFDE-4C9B-BE33-803400784284},"MULTIPOLYGON (((-114.031964 51.0590641, -114.0318444 51.0591242, -114.0319384 51.0591985, -114.0318932 51.0592212, -114.0319901 51.0592977, -114.03211 51.0592374, -114.0320148 51.0591622, -114.0320597 51.0591396, -114.031964 51.0590641)))"
527-535 RADLEY WY SE HOUSING,527-535 RADLEY WY SE,525 RADLEY WY SE;529 RADLEY WY SE,HOUSING - TOWNHOUSE,WARD 9,ALBERT PARK/RADISSON HEIGHTS,{E4796162-9CAC-4032-ACF0-F5532CF7B74F},"MULTIPOLYGON (((-113.9826177 51.0492898, -113.9826166 51.0493395, -113.982657 51.0493399, -113.9826548 51.0494388, -113.9826715 51.049439, -113.9826705 51.0494817, -113.9826704 51.0494844, -113.9826796 51.0494845, -113.9826786 51.0495294, -113.9827666 51.0495302, -113.9827669 51.0495178, -113.9828161 51.0495182, -113.982817 51.0494817, -113.982817 51.0494785, -113.9828079 51.0494784, -113.9828086 51.0494472, -113.9827538 51.0494467, -113.982754 51.049438, -113.9827841 51.0494383, -113.982785 51.0493992, -113.9827421 51.0493988, -113.9827424 51.0493851, -113.9827926 51.0493855, -113.9827935 51.0493473, -113.9827383 51.0493468, -113.9827384 51.0493394, -113.9827561 51.0493395, -113.982757 51.0493023, -113.9826951 51.0493017, -113.9826954 51.0492905, -113.9826177 51.0492898)))"
955 MCPHERSON RD NE HOUSING,955 MCPHERSON RD NE,955 MCPHERSON RD NE,HOUSING - APARTMENT,WARD 9,BRIDGELAND/RIVERSIDE,{14897172-3D6A-4669-B84B-1D76D7F6A4AB},"MULTIPOLYGON (((-114.0408888 51.0498997, -114.0409441 51.0498997, -114.0409441 51.0498811, -114.0409961 51.0498811, -114.0409961 51.0498997, -114.0410481 51.0498997, -114.0410481 51.0498811, -114.0411551 51.049881, -114.0412077 51.049881, -114.041256 51.049881, -114.041256 51.0498996, -114.0413109 51.0498996, -114.0413109 51.049881, -114.0413914 51.0498809, -114.0413914 51.0498996, -114.0414446 51.0498996, -114.0414445 51.0498809, -114.0414954 51.0498809, -114.0414954 51.0498995, -114.0415485 51.0498995, -114.0415485 51.0498809, -114.0415999 51.0498809, -114.0416 51.0498995, -114.0416531 51.0498995, -114.0416531 51.0498808, -114.0417039 51.0498808, -114.0417039 51.0498995, -114.0417565 51.0498994, -114.0417565 51.0498808, -114.0418062 51.0498808, -114.0418062 51.0498994, -114.0418599 51.0498994, -114.0418599 51.0498808, -114.0419101 51.0498808, -114.0419102 51.0498994, -114.0419633 51.0498994, -114.0419633 51.0498807, -114.0420141 51.0498807, -114.0420141 51.0498993, -114.0420685 51.0498993, -114.0420685 51.0498888, -114.042173 51.0498888, -114.042173 51.0498194, -114.0421729 51.049794, -114.0421729 51.0497622, -114.0421533 51.0497622, -114.0421533 51.0496967, -114.042044 51.0496967, -114.042044 51.0497163, -114.0419918 51.0497163, -114.0419918 51.0497279, -114.0419426 51.0497279, -114.0419426 51.0497164, -114.0418889 51.0497164, -114.0418889 51.0497279, -114.0418404 51.0497279, -114.0418404 51.0497164, -114.0417867 51.0497164, -114.0417867 51.0497279, -114.0417373 51.049728, -114.0417373 51.0497164, -114.0416818 51.0497164, -114.0416818 51.049728, -114.041633 51.049728, -114.041633 51.0497165, -114.041579 51.0497165, -114.041579 51.049728, -114.0415285 51.049728, -114.0415284 51.0497165, -114.0414745 51.0497165, -114.0414745 51.049728, -114.0414259 51.0497281, -114.0414259 51.0497165, -114.0413708 51.0497166, -114.0413708 51.0497281, -114.0413194 51.0497281, -114.0413194 51.0497166, -114.0413193 51.049706, -114.0412651 51.049706, -114.0412651 51.0497171, -114.0412154 51.0497172, -114.0412154 51.0497012, -114.0411782 51.0497012, -114.0411783 51.0497171, -114.041155 51.0497171, -114.0410982 51.0497171, -114.0410982 51.0497284, -114.0409968 51.0497284, -114.0409968 51.0497171, -114.0408886 51.0497172, -114.0408886 51.0497311, -114.0408333 51.0497315, -114.040832 51.0497078, -114.0407831 51.0497078, -114.0407831 51.0496941, -114.0405195 51.0496942, -114.0405195 51.049721, -114.0405346 51.0497209, -114.0405347 51.0497419, -114.0405195 51.0497419, -114.0405197 51.0499277, -114.0405922 51.0499277, -114.0405922 51.0499188, -114.0406268 51.0499188, -114.0406268 51.0499277, -114.0406728 51.0499276, -114.0406728 51.0499188, -114.0407073 51.0499188, -114.0407073 51.0499276, -114.0407833 51.0499276, -114.0407833 51.0498939, -114.0408888 51.0498938, -114.0408888 51.0498997)))"
BONNYBROOK WWTP DIGESTERS PUMPHOUSE #1,4500 15 ST SE,4500 15 ST SE,PUMP HOUSE,WARD 9,ALYTH/BONNYBROOK,{B39D1A8F-9BB5-44D3-AA52-8BD1C8DDF8DB},"MULTIPOLYGON (((-114.0226715 51.0134309, -114.0226669 51.0134309, -114.0225884 51.0134312, -114.0225841 51.0134312, -114.022531 51.0134313, -114.0225332 51.0136962, -114.0225235 51.0136957, -114.0225107 51.0136809, -114.0224945 51.0136676, -114.0224752 51.0136561, -114.0224533 51.0136466, -114.0224294 51.0136393, -114.0224039 51.0136345, -114.0223775 51.0136322, -114.0223509 51.0136325, -114.0223248 51.0136354, -114.0222996 51.0136409, -114.0222761 51.0136487, -114.0222548 51.0136588, -114.0222362 51.0136708, -114.0222209 51.0136845, -114.022209 51.0136995, -114.022201 51.0137155, -114.0221971 51.0137321, -114.0221973 51.0137489, -114.0222016 51.0137654, -114.0222099 51.0137814, -114.022222 51.0137963, -114.0222377 51.0138099, -114.0222565 51.0138217, -114.022278 51.0138316, -114.0222778 51.0138484, -114.0222777 51.0138616, -114.0222763 51.0138765, -114.0222748 51.0138921, -114.0222535 51.013902, -114.0222349 51.0139138, -114.0222194 51.0139273, -114.0222074 51.0139421, -114.0221991 51.0139579, -114.0221948 51.0139744, -114.0221946 51.013991, -114.0221984 51.0140075, -114.0222062 51.0140234, -114.0222178 51.0140384, -114.0222329 51.014052, -114.0222512 51.014064, -114.0222722 51.0140741, -114.0222954 51.0140821, -114.0223202 51.0140877, -114.0223462 51.0140908, -114.0223725 51.0140914, -114.0223988 51.0140894, -114.0224242 51.0140849, -114.0224482 51.0140779, -114.0224702 51.0140687, -114.0224897 51.0140575, -114.0225062 51.0140445, -114.0225194 51.0140301, -114.0225341 51.0140299, -114.0225343 51.0140483, -114.0225643 51.0140482, -114.0225651 51.014028, -114.0225694 51.0140283, -114.0225816 51.0140423, -114.0225977 51.0140555, -114.0226168 51.0140671, -114.0226386 51.0140766, -114.0226624 51.0140839, -114.0226769 51.0140867, -114.0226877 51.0140888, -114.022714 51.0140912, -114.0227405 51.0140909, -114.0227666 51.0140881, -114.0227917 51.0140828, -114.0228152 51.0140751, -114.0228366 51.0140652, -114.0228552 51.0140533, -114.0228707 51.0140398, -114.0228828 51.0140249, -114.022891 51.014009, -114.0228953 51.0139925, -114.0228954 51.0139758, -114.0228915 51.0139593, -114.0228835 51.0139434, -114.0228718 51.0139284, -114.0228565 51.0139147, -114.022838 51.0139027, -114.0228169 51.0138927, -114.0228178 51.0138657, -114.0228177 51.0138332, -114.0228176 51.0138311, -114.0228402 51.0138216, -114.0228601 51.01381, -114.0228768 51.0137966, -114.02289 51.0137816, -114.0228992 51.0137656, -114.0229043 51.0137488, -114.0229051 51.0137317, -114.0229019 51.013716, -114.0229017 51.0137147, -114.022894 51.0136983, -114.0228823 51.0136829, -114.0228669 51.0136689, -114.0228482 51.0136565, -114.0228266 51.0136462, -114.0228027 51.0136381, -114.0227771 51.0136326, -114.0227504 51.0136297, -114.0227233 51.0136294, -114.0226965 51.0136319, -114.0226706 51.013637, -114.0226464 51.0136447, -114.0226243 51.0136546, -114.0226051 51.0136666, -114.0225891 51.0136804, -114.0225768 51.0136957, -114.0225686 51.0136969, -114.0225677 51.0135922, -114.0226729 51.0135919, -114.0226715 51.0134309)))"
PRAIRIE DOG BUILDING,1300 ZOO RD NE,1601 MEMORIAL DR NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{C1B6C480-D6C1-4140-8D82-E6580BFC140C},"MULTIPOLYGON (((-114.0246507 51.0447719, -114.0246449 51.0447837, -114.0246353 51.0448096, -114.0246304 51.0448232, -114.0246334 51.0448361, -114.0246479 51.0448387, -114.0246741 51.0448377, -114.0246948 51.0447764, -114.0246507 51.0447719)))"
OLD ATCO GAS METER SHACK,1300 ZOO RD NE,1300 ZOO RD NE,PROCESSING BUILDING,WARD 9,BRIDGELAND/RIVERSIDE,{67C6C4B7-7D75-4F26-AEF7-5945FDDC8C18},"MULTIPOLYGON (((-114.0327123 51.0463099, -114.0326659 51.0463431, -114.0327183 51.0463718, -114.0327628 51.0463386, -114.0327123 51.0463099)))"
BONNYBROOK SANITARY LIFT STATION,1704 42 AV SE,1704 42 AV SE,LIFT STATION,WARD 9,ALYTH/BONNYBROOK,{050DD90A-9C15-473E-A66F-4829ED591C5B},"MULTIPOLYGON (((-114.0204362 51.0156035, -114.0204094 51.0156036, -114.0203734 51.0156037, -114.0203734 51.0156038, -114.0203738 51.0156519, -114.0204366 51.0156517, -114.0204362 51.0156035)))"
CALGARY CO-OP KIDS ZONE,1300 ZOO RD NE,1300 ZOO RD NE,PUBLIC GATHERING,WARD 9,BRIDGELAND/RIVERSIDE,{3ECBFD10-BF7D-431C-BFBC-5D87B8C56026},"MULTIPOLYGON (((-114.0340802 51.0456225, -114.0340799 51.0456228, -114.0340111 51.0456949, -114.0340778 51.0457679, -114.0342113 51.0457674, -114.0342271 51.0457498, -114.0342522 51.0457582, -114.034284 51.0457231, -114.034273 51.0457189, -114.0342588 51.0457134, -114.0342751 51.0456948, -114.0342139 51.0456227, -114.0340802 51.0456225)))"
MANCHESTER FABRIC TENT STORAGE,651 25 AV SE,651 25 AV SE,MISCELLANEOUS,WARD 9,MANCHESTER INDUSTRIAL,{503AB029-6C32-4367-8E0F-63A850F7C5A8},"MULTIPOLYGON (((-114.0521254 51.025722, -114.0519664 51.0255306, -114.0518428 51.0255713, -114.0520019 51.0257628, -114.0521254 51.025722)))"
MANCHESTER BUILDING J,651J 25 AV SE,651 25 AV SE,GARAGE,WARD 9,MANCHESTER INDUSTRIAL,{4E80240E-D95E-4158-AD61-ADF246D0FFC4},"MULTIPOLYGON (((-114.0499543 51.0267421, -114.0507196 51.0260327, -114.0504268 51.0259071, -114.0496634 51.0266148, -114.0499543 51.0267421)))"
INGLEWOOD BIRD SCT COL WLKR,3020 SANCTUARY RD SE,3020 SANCTUARY RD SE,PUBLIC GATHERING,WARD 9,INGLEWOOD,{926A8049-8423-4023-8015-5361B7C90874},"MULTIPOLYGON (((-114.0096536 51.0265916, -114.0095772 51.0267203, -114.0097507 51.0267613, -114.009756 51.0267524, -114.0097944 51.0267615, -114.0098428 51.0266798, -114.0098443 51.0266773, -114.0098499 51.0266658, -114.0098516 51.0266581, -114.0098517 51.0266528, -114.0098501 51.0266482, -114.0098479 51.0266448, -114.0098447 51.0266411, -114.0098394 51.0266377, -114.0098331 51.026635, -114.0098208 51.026631, -114.0096536 51.0265916)))"
ROADS DISTRICT 7 FUEL KIOSK,5603 24 ST SE,5603 24 ST SE,FUEL KIOSK,WARD 9,FOOTHILLS,{59546BFF-6730-4BED-8483-390C45FDDCD3},"MULTIPOLYGON (((-114.0023526 51.0041593, -114.0023249 51.0041593, -114.0023249 51.004171, -114.0023526 51.004171, -114.0023526 51.0041593)))"
FOREST HT. DRY POND STORM LIFT STATION,424R FONDA CO SE,76 FONDA CL SE,LIFT STATION,WARD 9,FOREST HEIGHTS,{01E2B417-25A9-422D-9A91-B77FE8F9D5F4},"MULTIPOLYGON (((-113.9758648 51.0490485, -113.9758671 51.0490484, -113.9758694 51.049048, -113.9758715 51.0490474, -113.9758734 51.0490465, -113.975875 51.0490455, -113.9758764 51.0490443, -113.9758774 51.049043, -113.975878 51.0490416, -113.9758782 51.0490401, -113.975878 51.0490387, -113.9758774 51.0490372, -113.9758764 51.0490359, -113.975875 51.0490347, -113.9758734 51.0490337, -113.9758715 51.0490328, -113.9758694 51.0490322, -113.9758671 51.0490318, -113.9758648 51.0490317, -113.9758625 51.0490318, -113.9758603 51.0490322, -113.9758582 51.0490328, -113.9758563 51.0490337, -113.9758546 51.0490347, -113.9758533 51.0490359, -113.9758523 51.0490372, -113.9758517 51.0490386, -113.9758515 51.0490401, -113.9758517 51.0490416, -113.9758523 51.049043, -113.9758533 51.0490443, -113.9758546 51.0490455, -113.9758563 51.0490465, -113.9758582 51.0490474, -113.9758603 51.049048, -113.9758625 51.0490484, -113.9758648 51.0490485)))"
42 AV LRT STORM LIFT STATION,117 42 AVE SE,,LIFT STATION,WARD 9,MANCHESTER,{D933F043-D9FF-45F5-9DCA-CC2370CFED6B},"MULTIPOLYGON (((-114.0622914 51.0158252, -114.0622515 51.0158549, -114.0623115 51.015887, -114.0623515 51.0158573, -114.0622914 51.0158252)))"
BONNYBROOK WWTP STORAGE TENT - DISPOSED,4500 15 ST SE,4500 15 ST SE,COLD STORAGE,WARD 9,ALYTH/BONNYBROOK,{77233CFB-8C5C-4679-9C5E-83047ED9ABB1},"MULTIPOLYGON (((-114.0206879 51.0125153, -114.0203342 51.0125211, -114.0203399 51.0126602, -114.0206937 51.0126544, -114.0206879 51.0125153)))"
PICNIC CANOPY,1300 ZOO RD NE,1300 ZOO RD NE,PICNIC SHELTER,WARD 9,BRIDGELAND/RIVERSIDE,{FB1F1D51-9D77-49DF-A60D-7D682DD094A5},"MULTIPOLYGON (((-114.0373395 51.0461583, -114.037357 51.046149, -114.0373661 51.0461559, -114.0374115 51.046132, -114.0374031 51.0461256, -114.0374138 51.04612, -114.0374049 51.0461133, -114.0374368 51.0460965, -114.0374274 51.0460894, -114.0374357 51.046085, -114.0374264 51.046078, -114.0374438 51.0460689, -114.0374527 51.0460756, -114.0374993 51.0460511, -114.0374896 51.0460439, -114.0374989 51.046039, -114.0374908 51.0460329, -114.0375121 51.0460217, -114.0375196 51.0460274, -114.037565 51.0460035, -114.0375578 51.045998, -114.0375645 51.0459945, -114.0375366 51.0459734, -114.0375431 51.04597, -114.0375154 51.045949, -114.0374784 51.0459685, -114.0374867 51.0459748, -114.0374626 51.0459875, -114.0374526 51.04598, -114.0373647 51.0460262, -114.0373747 51.0460338, -114.0373539 51.0460447, -114.0373453 51.0460382, -114.0373016 51.0460612, -114.0373124 51.0460677, -114.0372992 51.046074, -114.037313 51.0460813, -114.0372795 51.046097, -114.0372917 51.0461039, -114.0372829 51.0461085, -114.0372702 51.0461026, -114.0372377 51.04612, -114.0372251 51.0461134, -114.0371806 51.0461376, -114.0372021 51.0461503, -114.0372145 51.0461437, -114.0372364 51.0461554, -114.0372464 51.0461496, -114.0372541 51.0461547, -114.0372444 51.0461606, -114.0372834 51.0461834, -114.0372994 51.046175, -114.0373134 51.0461855, -114.0373501 51.0461663, -114.0373395 51.0461583)))"
BONNYBROOK WWTP GRAVITY THICKENER #2,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{AB710D6B-F82E-40F4-AD4E-885324BC8033},"MULTIPOLYGON (((-114.0172995 51.0147111, -114.0172932 51.0147178, -114.0172693 51.0147162, -114.0172443 51.0147171, -114.0172236 51.0147193, -114.0172038 51.0147259, -114.0171803 51.0147352, -114.0171616 51.0147483, -114.0171479 51.0147628, -114.01714 51.0147811, -114.0171387 51.0148005, -114.0171451 51.0148212, -114.0171603 51.0148367, -114.0171749 51.0148488, -114.0172022 51.0148616, -114.0172335 51.0148699, -114.0172618 51.0148726, -114.0172925 51.0148701, -114.0173224 51.0148627, -114.0173505 51.0148491, -114.0173739 51.01483, -114.0173849 51.0148113, -114.0173875 51.0147998, -114.0173883 51.0147965, -114.0173871 51.0147898, -114.0173847 51.0147762, -114.0173699 51.0147547, -114.0173519 51.0147391, -114.0173248 51.0147257, -114.0173289 51.0147192, -114.0172995 51.0147111)))"
118-124 ERINDALE CR SE HOUSING,118-124 ERINDALE CR SE,120 ERIN DALE CR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{0FC3E9AC-F8F4-4BDD-A28E-BFC7F5DDBBE8},"MULTIPOLYGON (((-113.9758698 51.0209984, -113.9756681 51.0211268, -113.9757884 51.021202, -113.9759903 51.0210735, -113.9759754 51.0210642, -113.9759753 51.0210643, -113.9758698 51.0209984)))"
BONNYBROOK WWTP GRAVITY THICKENER #1,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{562BFB5B-7D55-442E-9EF6-21B3845545F7},"MULTIPOLYGON (((-114.0177246 51.0147111, -114.0176941 51.0147189, -114.0176991 51.0147261, -114.0176768 51.0147363, -114.0176658 51.0147461, -114.0176511 51.0147601, -114.0176402 51.0147753, -114.0176372 51.0147894, -114.0176372 51.0147899, -114.017638 51.0148001, -114.0176387 51.0148077, -114.0176433 51.014818, -114.0176524 51.0148324, -114.0176692 51.0148477, -114.0176928 51.0148601, -114.0177272 51.0148702, -114.0177591 51.0148731, -114.0177644 51.0148727, -114.0177911 51.0148704, -114.0178214 51.0148629, -114.0178434 51.0148529, -114.0178487 51.0148505, -114.0178693 51.0148349, -114.0178816 51.0148163, -114.0178862 51.0147957, -114.0178819 51.0147744, -114.0178693 51.0147552, -114.0178513 51.0147391, -114.0178245 51.0147264, -114.0177969 51.0147192, -114.0177796 51.0147167, -114.0177478 51.0147166, -114.0177292 51.0147193, -114.0177246 51.0147111)))"
80-84 ERINMOUNT CR SE HOUSING,80-84 ERINMOUNT CR SE,80 ERIN MOUNT CR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{9E4199FD-FA07-45B9-B59D-835E76E83DAE},"MULTIPOLYGON (((-113.9755061 51.0212288, -113.9753026 51.0213572, -113.9754225 51.0214328, -113.9756257 51.0213047, -113.9756084 51.0212938, -113.9756088 51.0212935, -113.9755061 51.0212288)))"
BONNYBROOK WWTP COMPLETE/MIX FERMENTERS #1,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{B3F2566C-2774-4914-9AD0-7470203A7574},"MULTIPOLYGON (((-114.0177394 51.0149067, -114.0177147 51.0149099, -114.0176921 51.0149171, -114.0176709 51.0149279, -114.0176779 51.014935, -114.0176616 51.0149453, -114.0176448 51.0149649, -114.0176372 51.0149909, -114.017645 51.0150219, -114.0176742 51.0150481, -114.0177083 51.0150622, -114.0177182 51.0150663, -114.017763 51.0150703, -114.0177886 51.0150676, -114.0178165 51.0150611, -114.0178486 51.0150474, -114.0178669 51.0150329, -114.0178818 51.0150128, -114.0178855 51.014992, -114.0178816 51.0149709, -114.0178701 51.0149536, -114.0178494 51.0149362, -114.0178223 51.0149235, -114.0177915 51.0149153, -114.0177778 51.0149144, -114.0177657 51.0149148, -114.0177439 51.0149157, -114.0177394 51.0149067)))"
BONNYBROOK WWTP COMPLETE/MIX FERMENTERS #2,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{E6426A8A-2970-46DC-9591-33092CBF611E},"MULTIPOLYGON (((-114.017283 51.0149066, -114.0172793 51.0149151, -114.0172516 51.0149142, -114.0172186 51.0149192, -114.0171822 51.0149336, -114.0171633 51.0149458, -114.0171478 51.0149671, -114.0171406 51.0149899, -114.0171426 51.0150104, -114.0171543 51.0150307, -114.0171733 51.0150474, -114.0171817 51.0150522, -114.0171954 51.0150598, -114.0172273 51.015067, -114.0172587 51.0150708, -114.0172941 51.0150681, -114.0173247 51.0150601, -114.0173535 51.0150462, -114.0173707 51.0150301, -114.0173833 51.0150134, -114.0173856 51.0150022, -114.0173875 51.0149928, -114.0173825 51.0149721, -114.0173709 51.0149529, -114.0173582 51.0149423, -114.0173475 51.0149328, -114.0173545 51.0149282, -114.0173372 51.0149186, -114.0173107 51.0149112, -114.017283 51.0149066)))"
#101-203 1918  8 AV SE HOUSING,#101-203 1918  8 AV SE,1918 8 AV SE,HOUSING - APARTMENT,WARD 9,INGLEWOOD,{85C459C2-848E-41D9-85DD-17CB8B46476E},"MULTIPOLYGON (((-114.0179245 51.0360823, -114.0179905 51.0360235, -114.018009 51.0360317, -114.0181166 51.0359359, -114.018039 51.0359013, -114.0180292 51.03591, -114.0179481 51.0358738, -114.0178277 51.035981, -114.0178852 51.0360066, -114.0178417 51.0360453, -114.0178828 51.0360637, -114.0179245 51.0360823)))"
FIRE TRAINING ACAD WATER REUSE,6015 23 AV SE,6015 23 AV SE,SERVICE BUILDING,WARD 9,FOREST LAWN INDUSTRIAL,{77AAAF0D-230B-4ADA-9886-711B8913CD03},"MULTIPOLYGON (((-113.9556973 51.0317434, -113.9556961 51.0316881, -113.9556396 51.0316886, -113.9556408 51.0317439, -113.9556973 51.0317434)))"
POP DAVIES STORAGE SHED #4,6415 OGDEN RD SE,6415 OGDEN RD SE,SHACK/SHED/SHOP,WARD 9,OGDEN,{033F9867-A333-4175-B865-0677F02827C9},"MULTIPOLYGON (((-114.0096686 50.9983986, -114.0096747 50.9983958, -114.0097461 50.9983629, -114.0097462 50.9983628, -114.0097157 50.9983365, -114.0096381 50.9983723, -114.0096686 50.9983986)))"
BONNYBROOK WWTP MODULAR OFFICES TRAILER,4500 15 ST SE,4500 15 ST SE,MINOR OPERATIONS BUILDING,WARD 9,ALYTH/BONNYBROOK,{38145F45-0AFA-49DB-B6A4-BA4D6EFEED9F},"MULTIPOLYGON (((-114.0229649 51.0131281, -114.0228313 51.0130469, -114.0226459 51.0131682, -114.0227795 51.0132495, -114.0229649 51.0131281)))"
AFRICAN SAVANNAH,1300 ZOO RD NE,1300 ZOO RD NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{814412EF-448A-486F-8F9F-8C33223328A4},"MULTIPOLYGON (((-114.026907 51.0442571, -114.0268853 51.0442716, -114.0268673 51.0442836, -114.0268502 51.0442761, -114.0267076 51.0443788, -114.026785 51.0444207, -114.0268003 51.0444139, -114.0268206 51.0444249, -114.0266746 51.0446042, -114.0268533 51.0446648, -114.0268792 51.0446736, -114.0269324 51.0447366, -114.0269978 51.044714, -114.0272382 51.0447916, -114.0272644 51.0447609, -114.0272803 51.0447423, -114.0273517 51.0446588, -114.0274006 51.0446732, -114.0274526 51.0446891, -114.0274854 51.0446994, -114.0275078 51.0447049, -114.0275141 51.0446973, -114.0275404 51.0446651, -114.0275537 51.0446489, -114.0275274 51.0446433, -114.027504 51.0446364, -114.0274768 51.0446265, -114.0275562 51.044568, -114.0275685 51.0445747, -114.0276357 51.044525, -114.0275504 51.0444767, -114.0275167 51.0444576, -114.027525 51.0444464, -114.0274961 51.0444295, -114.0274529 51.0444069, -114.0274062 51.0443831, -114.0273637 51.0443633, -114.0273216 51.0443441, -114.0272714 51.0443261, -114.0272126 51.0443078, -114.0271546 51.0442913, -114.0271004 51.0442807, -114.0270434 51.0442701, -114.0269914 51.0442629, -114.0269561 51.044262, -114.026907 51.0442571)))"
EAST CALGARY WMF BUILDING G4,3801 68 ST SE,3801 68 ST SE,PROCESSING BUILDING,WARD 9,09Q,{DB295DCA-6E1D-4614-BE8C-36ABF22F7052},"MULTIPOLYGON (((-113.9362672 51.0190566, -113.9362239 51.0190566, -113.9362239 51.0191203, -113.936224 51.0191456, -113.9362672 51.0191455, -113.9362672 51.0190566)))"
BONNYBROOK WWTP SECONDARY C FERMENTER BUILDING,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{8B61ED21-8CC8-4850-AEBE-4611FE5A434D},"MULTIPOLYGON (((-114.0176165 51.0148513, -114.0174076 51.0148515, -114.0174078 51.015002, -114.0174134 51.015002, -114.0174202 51.015002, -114.0174687 51.015002, -114.0176092 51.0150019, -114.0176167 51.0150019, -114.0176165 51.0148513)))"
RESIDENTIAL,1319/1321 36 ST SE,1319 36 ST SE;1321 36 ST SE,DUPLEX,WARD 9,ALBERT PARK/RADISSON HEIGHTS,{1C1D341D-464F-489E-BB07-23877F213AAC},"MULTIPOLYGON (((-113.9819019 51.0416372, -113.9819018 51.0416438, -113.9819014 51.0416963, -113.9819013 51.0417083, -113.9819008 51.0417603, -113.9819008 51.041766, -113.9821454 51.0417669, -113.9821465 51.041638, -113.9819019 51.0416372)))"
