COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
FOREST LAWN ACTIVITY CENTRE,4810 14 AV SE,4808 14 AV SE,FIELD HOUSE,WARD 9,FOREST LAWN,{5198F5FA-F876-462B-9FA0-5865C3C167E6},"MULTIPOLYGON (((-113.9637943 51.0416586, -113.9637941 51.0417436, -113.9637813 51.0417436, -113.9637812 51.0417772, -113.9637933 51.0417772, -113.963793 51.0418649, -113.9639424 51.0418651, -113.9639427 51.0417774, -113.963956 51.0417774, -113.9639561 51.0417437, -113.9639431 51.0417436, -113.9639433 51.0416588, -113.9637943 51.0416586)))"
#30-35 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{4141EB31-5596-4A10-B7C1-6C648361D821},"MULTIPOLYGON (((-113.9942237 51.0364838, -113.9942231 51.0366495, -113.9944152 51.0366497, -113.9944158 51.036484, -113.9942237 51.0364838)))"
WATER REUSE STRUCTURE,5701 23 AV SE,6015 23 AV SE,MISCELLANEOUS,WARD 9,FOREST LAWN INDUSTRIAL,{2F8AE851-4D80-4B6F-9BE9-23E65E9665C1},"MULTIPOLYGON (((-113.9552247 51.0316346, -113.9557786 51.0316348, -113.9557792 51.0310596, -113.9552253 51.0310594, -113.9552247 51.0316346)))"
#20-25 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{3E074A30-37F8-4BA4-87D3-F4864EE75C4D},"MULTIPOLYGON (((-113.9943522 51.0362521, -113.99416 51.0362522, -113.9941603 51.0364181, -113.9943524 51.0364179, -113.9943522 51.0362521)))"
LYNNWOOD SANITARY LIFT STATION,680 LYNNVIEW RD SE,680 LYNNVIEW RD SE,LIFT STATION,WARD 9,OGDEN,{13EE1C1B-BE31-4997-92AD-E78166BE755B},"MULTIPOLYGON (((-114.0121888 50.9987434, -114.012142 50.9987667, -114.0121948 50.998809, -114.0122416 50.9987856, -114.0121888 50.9987434)))"
#40-45 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{D156491B-8381-4C80-9F42-FC552318F312},"MULTIPOLYGON (((-113.994292 51.0367144, -113.9942905 51.0368808, -113.9944828 51.0368815, -113.9944842 51.0367151, -113.994292 51.0367144)))"
#60-65 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{7F19824E-9BAA-42E7-9554-3D2840BA1F30},"MULTIPOLYGON (((-113.9936957 51.037143, -113.9936951 51.0373093, -113.993888 51.0373096, -113.9938886 51.0371433, -113.9936957 51.037143)))"
BONNYBROOK WWTP HEADWORKS BUILDING (NEW),4330 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{90D605FA-6E13-45C0-95C5-16F8D9AA356E},"MULTIPOLYGON (((-114.02425 51.0152629, -114.0242498 51.0149639, -114.0241349 51.0149636, -114.0240509 51.0149634, -114.024051 51.0149406, -114.0240886 51.0149407, -114.0240903 51.01494, -114.0240919 51.0149391, -114.0240931 51.0149381, -114.0240941 51.014937, -114.0240948 51.0149358, -114.0240951 51.0149345, -114.0240951 51.0149332, -114.0240948 51.014932, -114.0240941 51.0149308, -114.0240931 51.0149296, -114.0240919 51.0149286, -114.0240903 51.0149278, -114.0240886 51.0149271, -114.0240511 51.014927, -114.0240519 51.0148063, -114.0239671 51.014807, -114.023966 51.0148384, -114.0239593 51.0148376, -114.0239525 51.0148375, -114.0239458 51.0148381, -114.0239394 51.0148394, -114.0239334 51.0148414, -114.023928 51.014844, -114.0239234 51.0148471, -114.0239196 51.0148507, -114.0239169 51.0148546, -114.0239153 51.0148588, -114.0239148 51.0148631, -114.0239141 51.014963, -114.0234642 51.0149619, -114.0234636 51.0150231, -114.0227197 51.0150205, -114.0227193 51.0150735, -114.0234617 51.0150761, -114.0234614 51.015111, -114.0232773 51.0151104, -114.0232767 51.0151796, -114.023276 51.0152595, -114.02425 51.0152629)))"
#50-55 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{F634CD4E-45E0-45E2-8312-547003298C29},"MULTIPOLYGON (((-113.9941597 51.0369457, -113.9941595 51.0371133, -113.9943519 51.0371134, -113.994352 51.0369458, -113.9941597 51.0369457)))"
#70-73 2730 19 AV SE HOUSING,2730 19 AV SE,2730 19 AV SE,HOUSING - TOWNHOUSE,WARD 9,SOUTHVIEW,{806CBB20-F7BB-4868-BEF1-8A130891DCCF},"MULTIPOLYGON (((-113.9934961 51.0371427, -113.993301 51.0371431, -113.9933019 51.0373088, -113.9934969 51.0373084, -113.9934961 51.0371427)))"
FABRIC STORAGE STRUCTURE,5821 23 AV SE,6015 23 AV SE,COLD STORAGE,WARD 9,FOREST LAWN INDUSTRIAL,{C2B9397C-BF40-4B59-9A72-CDC759B4E2D3},"MULTIPOLYGON (((-113.9519708 51.0323152, -113.9519689 51.0325351, -113.9521173 51.0325356, -113.9521193 51.0323158, -113.9519708 51.0323152)))"
581-587 ERINWOODS TC SE HOUSING,581-587 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{F5743F38-DDF1-46F8-85DB-45AE8246E497},"MULTIPOLYGON (((-113.9629216 51.0250667, -113.9630684 51.0250977, -113.963095 51.0250477, -113.9631221 51.0250534, -113.9631469 51.0250067, -113.9631533 51.025008, -113.9631555 51.0250037, -113.9631809 51.024956, -113.9631541 51.0249504, -113.9631804 51.024901, -113.9630336 51.0248699, -113.9630073 51.0249193, -113.9630044 51.0249249, -113.9630314 51.0249307, -113.963009 51.0249728, -113.9630015 51.0249712, -113.9629766 51.0250181, -113.9629504 51.0250126, -113.9629482 51.0250166, -113.9629216 51.0250667)))"
318-324 ERINWOODS DR SE HOUSING,318-324 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{D6913197-46C3-4D95-8AE0-7B79F4694353},"MULTIPOLYGON (((-113.9646446 51.0257973, -113.9646432 51.025802, -113.9647291 51.0258124, -113.9647342 51.0257956, -113.9648169 51.0258055, -113.964846 51.0257098, -113.9647633 51.0256998, -113.9647564 51.025699, -113.9647512 51.025716, -113.9646821 51.0257077, -113.9646837 51.0257025, -113.9646737 51.0257013, -113.9646071 51.0256932, -113.9646127 51.0256748, -113.9646046 51.0256738, -113.9645215 51.0256638, -113.9644925 51.0257595, -113.9645755 51.0257696, -113.9645699 51.0257883, -113.9646446 51.0257973)))"
CHINOOK BUS STATION RESTROOM & WAITING AREA,N/A,6330 1A ST SW,COMMUNITY FACING BUILDING,WARD 9,MANCHESTER INDUSTRIAL,{90231ABE-168A-49F2-8416-495F22B5785D},"MULTIPOLYGON (((-114.0660173 50.9974729, -114.0660616 50.9971543, -114.0660485 50.9971468, -114.0659795 50.9971435, -114.0659666 50.9971481, -114.0659232 50.9974678, -114.0659336 50.9974911, -114.0660006 50.9974949, -114.0660173 50.9974729)))"
350-356 ERINWOODS DR SE HOUSING,350-356 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{F15850CC-B7AB-4CA4-99D2-9A24BC8258D9},"MULTIPOLYGON (((-113.9634088 51.0252636, -113.963457 51.0251703, -113.9633766 51.0251538, -113.9633707 51.0251526, -113.9633623 51.0251689, -113.9632947 51.025155, -113.9632974 51.0251497, -113.9632877 51.0251477, -113.9632229 51.0251344, -113.9632316 51.0251174, -113.9632222 51.0251155, -113.9631446 51.0250996, -113.963097 51.0251918, -113.9631746 51.0252077, -113.9631654 51.0252255, -113.9632397 51.0252408, -113.9632368 51.0252465, -113.96332 51.0252636, -113.9633285 51.0252471, -113.9634088 51.0252636)))"
501-507 ERINWOODS TC SE HOUSING,501-507 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{FBC1F5AA-3D25-4952-8397-7E5835B1B42F},"MULTIPOLYGON (((-113.9657035 51.0253694, -113.9657131 51.0253517, -113.9657921 51.0253687, -113.9658418 51.0252771, -113.9657628 51.0252601, -113.9657536 51.0252581, -113.9657443 51.0252754, -113.9656777 51.025261, -113.9656805 51.0252558, -113.9656735 51.0252543, -113.9656068 51.0252399, -113.9656154 51.0252241, -113.9656084 51.0252225, -113.9655285 51.0252053, -113.9654784 51.0252977, -113.9655584 51.0253149, -113.9655495 51.0253313, -113.9656232 51.0253472, -113.9656208 51.0253515, -113.9657035 51.0253694)))"
326-332 ERINWOODS DR SE HOUSING,326-332 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{3A452F87-CC17-4C80-A20D-FEF8F78A2F90},"MULTIPOLYGON (((-113.9644117 51.0257442, -113.9645 51.025664, -113.9644312 51.0256339, -113.964424 51.0256307, -113.9644079 51.0256454, -113.9643507 51.0256203, -113.9643555 51.0256159, -113.9643485 51.0256128, -113.9642908 51.0255876, -113.9643066 51.0255732, -113.9643013 51.0255709, -113.9642316 51.0255404, -113.9641427 51.0256212, -113.9642124 51.0256517, -113.9641971 51.0256656, -113.9642601 51.0256932, -113.9642552 51.0256976, -113.9643267 51.0257289, -113.964343 51.0257141, -113.9644117 51.0257442)))"
342-348 ERINWOODS DR SE HOUSING,342-348 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{1372E34E-D95B-43E0-B5BD-07461B6CB5B3},"MULTIPOLYGON (((-113.9638451 51.0254706, -113.9639335 51.0253894, -113.963866 51.0253602, -113.9638577 51.0253566, -113.9638422 51.025371, -113.9637842 51.0253459, -113.9637889 51.0253416, -113.9637811 51.0253382, -113.9637249 51.0253139, -113.9637417 51.0252985, -113.9637353 51.0252957, -113.9636662 51.0252659, -113.9635783 51.0253468, -113.9636473 51.0253766, -113.963631 51.0253916, -113.9636937 51.0254187, -113.9636884 51.0254236, -113.9637623 51.0254556, -113.9637777 51.0254415, -113.9638451 51.0254706)))"
557-563 ERINWOODS TC SE HOUSING,557-563 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{2334ED93-7FC7-4DA5-9169-1A1616D10DED},"MULTIPOLYGON (((-113.9641087 51.0250167, -113.9641571 51.0249231, -113.9640775 51.0249068, -113.9640709 51.0249054, -113.9640625 51.0249216, -113.9639943 51.0249076, -113.9639969 51.0249027, -113.9639871 51.0249007, -113.9639222 51.0248873, -113.9639312 51.02487, -113.963923 51.0248683, -113.9638447 51.0248522, -113.9637966 51.0249452, -113.9638749 51.0249613, -113.963866 51.0249784, -113.9639391 51.0249935, -113.9639363 51.024999, -113.9640208 51.0250164, -113.9640291 51.0250003, -113.9641087 51.0250167)))"
573-579 ERINWOODS TC SE HOUSING,573-579 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{9C682C61-3F5C-43A0-9FED-9801BEFD9515},"MULTIPOLYGON (((-113.9634324 51.0248746, -113.9634812 51.0247813, -113.9634015 51.0247647, -113.9633951 51.0247634, -113.9633864 51.0247799, -113.9633199 51.0247661, -113.9633225 51.0247611, -113.9633123 51.024759, -113.9632465 51.0247453, -113.9632554 51.0247282, -113.9632471 51.0247265, -113.9631688 51.0247103, -113.9631202 51.0248032, -113.9631986 51.0248195, -113.9631896 51.0248367, -113.9632637 51.0248521, -113.9632611 51.0248572, -113.9633443 51.0248744, -113.9633528 51.0248581, -113.9634324 51.0248746)))"
334-340 ERINWOODS DR SE HOUSING,334-340 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{2D942FDA-8311-4BBF-BF32-101267FFED7A},"MULTIPOLYGON (((-113.9641182 51.0256178, -113.9642058 51.0255358, -113.9641366 51.0255063, -113.9641307 51.0255038, -113.9641156 51.025518, -113.964057 51.0254931, -113.9640617 51.0254886, -113.9640529 51.0254848, -113.9639961 51.0254607, -113.9640122 51.0254456, -113.9640067 51.0254433, -113.9639361 51.0254133, -113.9638499 51.025494, -113.9639205 51.0255239, -113.9639037 51.0255396, -113.9639661 51.0255661, -113.9639611 51.0255707, -113.9640345 51.0256019, -113.964049 51.0255884, -113.9641182 51.0256178)))"
533-539 ERINWOODS TC SE HOUSING,533-539 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{B8819CDC-FB32-4ECC-AC5E-FCEEC6D42203},"MULTIPOLYGON (((-113.9646352 51.0253775, -113.9646438 51.0253609, -113.964724 51.0253774, -113.9647724 51.0252841, -113.9646922 51.0252675, -113.9646851 51.0252661, -113.9646765 51.0252828, -113.9646105 51.0252692, -113.9646131 51.0252643, -113.9646046 51.0252626, -113.9645376 51.0252487, -113.9645467 51.0252312, -113.9645394 51.0252297, -113.9644593 51.0252131, -113.9644111 51.0253059, -113.9644912 51.0253224, -113.9644818 51.0253405, -113.9645562 51.0253559, -113.9645537 51.0253607, -113.9646352 51.0253775)))"
525-531 ERINWOODS TC SE HOUSING,525-531 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{F0C04D6F-B492-4ED6-A582-96F4C37BCA0B},"MULTIPOLYGON (((-113.964799 51.0254733, -113.9649472 51.0255042, -113.9649736 51.0254538, -113.9650006 51.0254594, -113.9650246 51.0254134, -113.9650311 51.0254147, -113.9650587 51.0253621, -113.9650318 51.0253565, -113.9650581 51.0253061, -113.9649116 51.0252756, -113.9648852 51.0253259, -113.9648825 51.0253311, -113.9648853 51.0253316, -113.9649097 51.0253367, -113.964888 51.025378, -113.9648794 51.0253762, -113.9648779 51.0253791, -113.9648761 51.0253824, -113.9648543 51.0254241, -113.9648277 51.0254185, -113.9648254 51.0254229, -113.964799 51.0254733)))"
509-515 ERINWOODS TC SE HOUSING,509-515 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{1AEBF892-3D1C-4944-8336-8541029BC715},"MULTIPOLYGON (((-113.9653672 51.0252994, -113.9653766 51.0252818, -113.9654555 51.0252985, -113.9655047 51.0252062, -113.9654258 51.0251895, -113.9654166 51.0251876, -113.9654076 51.0252045, -113.9653415 51.0251905, -113.9653442 51.0251854, -113.9653358 51.0251836, -113.9652699 51.0251696, -113.965279 51.0251525, -113.9652711 51.0251509, -113.9651922 51.0251341, -113.9651424 51.0252275, -113.9652213 51.0252442, -113.9652123 51.0252611, -113.9652861 51.0252768, -113.9652835 51.0252816, -113.9653672 51.0252994)))"
APPLEWOOD PARK SANITARY LIFT STATION,6904 15 AV SE,6904 15 AV SE,LIFT STATION,WARD 9,APPLEWOOD PARK,{1DEB24C8-3994-470B-BECD-7EBB9777F8C8},"MULTIPOLYGON (((-113.9348185 51.039855, -113.9347743 51.0398551, -113.9347628 51.0398551, -113.9347569 51.0398551, -113.934757 51.0399087, -113.9348186 51.0399086, -113.9348185 51.039855)))"
302-308 ERINWOODS DR SE HOUSING,302-308 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{8025FFEC-98F7-41BC-91D6-E6FA056A9AF2},"MULTIPOLYGON (((-113.9652966 51.0257427, -113.9653697 51.0257129, -113.9653846 51.0257274, -113.9653886 51.0257258, -113.9654487 51.0257013, -113.9654529 51.0257054, -113.9654579 51.0257033, -113.9655261 51.0256755, -113.9655102 51.0256599, -113.9655799 51.0256315, -113.9654956 51.0255494, -113.9654259 51.0255778, -113.9654175 51.0255813, -113.9654333 51.0255967, -113.9653735 51.0256211, -113.9653693 51.0256171, -113.9653043 51.0256436, -113.9652889 51.0256287, -113.9652118 51.0256602, -113.9652966 51.0257427)))"
310-316 ERINWOODS DR SE HOUSING,310-316 ERINWOODS DR SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{308B3571-4BF1-4BAF-85CA-BF6D81E413FC},"MULTIPOLYGON (((-113.9649834 51.0258097, -113.9649951 51.0258082, -113.9650617 51.0257996, -113.9650633 51.0258046, -113.9650723 51.0258034, -113.9651493 51.0257935, -113.9651439 51.0257767, -113.9652264 51.025766, -113.9651952 51.0256699, -113.9651126 51.0256806, -113.9651043 51.0256816, -113.9651099 51.0256989, -113.9650413 51.0257078, -113.9650395 51.0257022, -113.9649638 51.0257119, -113.9649579 51.0256936, -113.9648669 51.0257054, -113.964898 51.0258011, -113.9649773 51.0257908, -113.9649834 51.0258097)))"
517-523 ERINWOODS TC SE HOUSING,517-523 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{0269DA39-FBAF-4570-82F4-E9AD4668D8FA},"MULTIPOLYGON (((-113.9650285 51.0252277, -113.9650376 51.0252103, -113.9651188 51.0252272, -113.9651672 51.0251346, -113.965086 51.0251177, -113.9650788 51.0251162, -113.9650699 51.0251331, -113.9650042 51.0251195, -113.9650071 51.0251139, -113.9649964 51.0251116, -113.9649328 51.0250984, -113.9649415 51.0250818, -113.9649326 51.0250799, -113.9648526 51.0250633, -113.964804 51.0251564, -113.9648839 51.025173, -113.9648749 51.0251901, -113.9649475 51.0252052, -113.9649448 51.0252103, -113.9650285 51.0252277)))"
565-571 ERINWOODS TC SE HOUSING,565-571 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{87105ED3-E04E-403A-A46F-F9502EC646A0},"MULTIPOLYGON (((-113.9637713 51.0249455, -113.9638199 51.0248525, -113.9637394 51.0248358, -113.9637316 51.0248342, -113.963723 51.0248508, -113.9636571 51.0248371, -113.9636599 51.0248317, -113.9636506 51.0248298, -113.963585 51.0248161, -113.963594 51.0247989, -113.9635848 51.0247969, -113.9635051 51.0247804, -113.9634563 51.0248738, -113.963536 51.0248903, -113.9635271 51.0249073, -113.9636019 51.0249228, -113.9635992 51.0249281, -113.9636822 51.0249453, -113.9636908 51.0249287, -113.9637713 51.0249455)))"
EAST CALGARY WMF BUILDING U,7019 34 AV SE,6905 34 AV SE,TRANSFER STATION WITH ADMIN SPACES,WARD 9,09Q,{7FD89B3B-BDC4-44DA-8925-002FF6B54174},"MULTIPOLYGON (((-113.931766 51.022984, -113.9317661 51.0228777, -113.9317163 51.0228777, -113.9317165 51.0227357, -113.9317663 51.0227357, -113.9317664 51.0226515, -113.9311906 51.0226512, -113.9311906 51.0225913, -113.9307845 51.022591, -113.9307844 51.0226181, -113.9308059 51.0226181, -113.9308058 51.0226895, -113.9307866 51.0226895, -113.9307864 51.0227965, -113.9308034 51.0227965, -113.9308033 51.02287, -113.9307897 51.02287, -113.9307896 51.0229771, -113.931181 51.0229773, -113.9313734 51.0229774, -113.9313734 51.0229681, -113.9316653 51.0229683, -113.9316653 51.022984, -113.931766 51.022984)))"
541-547 ERINWOODS TC SE HOUSING,541-547 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{5E3D4511-D494-4295-8821-F1064C24439F},"MULTIPOLYGON (((-113.9645385 51.0251207, -113.9645655 51.0251263, -113.9645395 51.0251767, -113.9646883 51.0252072, -113.9647143 51.0251568, -113.9647171 51.0251515, -113.964691 51.0251461, -113.9647122 51.0251051, -113.96472 51.0251067, -113.9647233 51.0251003, -113.9647444 51.0250593, -113.9647718 51.0250649, -113.9647751 51.0250585, -113.9648005 51.0250093, -113.9646522 51.0249789, -113.9646269 51.025028, -113.9645992 51.0250224, -113.9645748 51.0250698, -113.9645658 51.0250679, -113.9645385 51.0251207)))"
549-555 ERINWOODS TC SE HOUSING,549-555 ERINWOODS TC SE,300 ERIN WOODS DR SE,HOUSING - TOWNHOUSE,WARD 9,ERIN WOODS,{48CE0ED1-97CC-4E4F-8C2A-4ED946922C5A},"MULTIPOLYGON (((-113.9641393 51.0250962, -113.9642885 51.0251269, -113.9643143 51.0250771, -113.9643415 51.0250827, -113.9643656 51.0250363, -113.9643733 51.0250379, -113.9644009 51.0249846, -113.9643739 51.0249791, -113.9644002 51.0249283, -113.9642522 51.0248978, -113.9642259 51.0249486, -113.9642232 51.0249537, -113.9642501 51.0249593, -113.9642287 51.0250005, -113.9642205 51.0249988, -113.9642169 51.0250057, -113.9641959 51.0250462, -113.9641682 51.0250405, -113.9641651 51.0250463, -113.9641393 51.0250962)))"
HENRY VINEY ARENA,814 13 AV NE,810 13 AV NE,ARENA,WARD 9,RENFREW,{9AFFC5D1-E1F5-4E3A-9770-C3CBDAC5A571},"MULTIPOLYGON (((-114.044977 51.0651097, -114.0449799 51.0655474, -114.0449979 51.0655474, -114.0449979 51.0655426, -114.0459189 51.0655434, -114.0459196 51.0652596, -114.0458904 51.0652596, -114.0458905 51.0652048, -114.0453247 51.0652043, -114.0453248 51.0651716, -114.0452039 51.0651722, -114.0451494 51.0651724, -114.044977 51.0651097)))"
BONNYBROOK WWTP ADMINISTRATION BLDG,4302 15 ST SE,4500 15 ST SE,MODERATE OPERATIONS BUILDING,WARD 9,ALYTH/BONNYBROOK,{783FB29C-1C9B-4272-93DB-BCFED309A876},"MULTIPOLYGON (((-114.0245089 51.012943, -114.0245089 51.0129717, -114.0243975 51.0129717, -114.0243975 51.0132098, -114.0243975 51.0133161, -114.0243975 51.0133257, -114.0243975 51.0133957, -114.0243754 51.0133957, -114.0243478 51.0133957, -114.0243478 51.0133972, -114.0243478 51.0134728, -114.0243478 51.0134943, -114.0243477 51.0137894, -114.0243246 51.0137894, -114.0243246 51.0137961, -114.0243246 51.0138011, -114.0243246 51.0139022, -114.0243246 51.0139243, -114.0243603 51.0139243, -114.0243603 51.0140359, -114.0245662 51.0140359, -114.0245662 51.013967, -114.0245752 51.0139362, -114.0246115 51.0138111, -114.0245663 51.0138111, -114.0245664 51.013528, -114.0246255 51.013528, -114.0246934 51.013528, -114.0246978 51.0135487, -114.0247579 51.0135437, -114.024754 51.0135265, -114.0247278 51.013409, -114.0247256 51.013409, -114.0247256 51.0133988, -114.0247748 51.0133988, -114.0247748 51.0133147, -114.0247748 51.0131994, -114.0247747 51.0129703, -114.0246656 51.0129703, -114.0246656 51.012943, -114.0246083 51.012943, -114.0245649 51.012943, -114.0245089 51.012943)))"
WHOOPING CRANE BUILDING,1300 ZOO RD NE,1745 MEMORIAL DR NE,SPECIALIZED ZOO BUILDINGS,WARD 9,BRIDGELAND/RIVERSIDE,{9761298A-86E6-41FB-8D23-880DD6807304},"MULTIPOLYGON (((-114.0224978 51.0453797, -114.0224626 51.0454146, -114.0225318 51.0454423, -114.022567 51.0454074, -114.0224978 51.0453797)))"
BONNYBROOK WWTP HEADWORKS (OLD)/DETRITOR BUILDING - DEMOLISHED,4500 15 ST SE,4500 15 ST SE,WATER/WASTE WATER TREATMENT PLANT,WARD 9,ALYTH/BONNYBROOK,{785367B0-721D-43F7-906D-D721F7DA61D2},"MULTIPOLYGON (((-114.0245323 51.0142181, -114.0244878 51.0142182, -114.0244878 51.0142195, -114.0244879 51.0142437, -114.0244715 51.0142437, -114.0244504 51.0142438, -114.0244299 51.0142438, -114.0244234 51.0142438, -114.0244157 51.0142438, -114.024416 51.0143597, -114.024416 51.0143783, -114.0244162 51.014456, -114.0244447 51.0144559, -114.0244614 51.0144559, -114.0244616 51.014539, -114.0244338 51.014539, -114.0243642 51.0145391, -114.0243642 51.0145472, -114.0243643 51.0145831, -114.024365 51.0148382, -114.024365 51.0148496, -114.0243029 51.0148497, -114.0243029 51.014851, -114.0243032 51.01495, -114.0245354 51.0149498, -114.0245354 51.014962, -114.0245354 51.0149644, -114.0245355 51.015003, -114.0245355 51.0150062, -114.0245884 51.0150061, -114.0247103 51.015006, -114.0247103 51.0150058, -114.0247102 51.0150032, -114.0247101 51.0149485, -114.0248189 51.0149484, -114.0248681 51.0149484, -114.0248681 51.0149445, -114.0248677 51.0147942, -114.0248225 51.0147942, -114.0248216 51.0144559, -114.0248733 51.0144558, -114.0248728 51.0142434, -114.0248652 51.0142434, -114.0248599 51.0142434, -114.0247771 51.0142435, -114.0247733 51.0142435, -114.0246087 51.0142437, -114.0246055 51.0142437, -114.0245324 51.0142438, -114.0245323 51.0142181)))"
